Absenteeism Time in Hours,Transportation Expense,Distance to Work,Age,Daily Work Load Average,Body Mass Index,Education,Children,Pets,Reason_1,Reason_2,Reason_3,Reason_4,Day,Month
8,260,50,36,236.62900000000002,23,1,4,0,0,0,0,1,21,12
2,157,27,29,236.62900000000002,22,1,0,0,0,0,0,1,19,12
3,179,51,38,236.62900000000002,31,1,0,0,0,0,0,1,19,12
8,289,36,33,236.62900000000002,30,1,2,1,0,0,1,0,19,12
5,225,26,28,330.061,24,1,1,2,0,0,0,1,4,1
32,118,10,37,330.061,28,1,0,0,0,0,1,0,9,1
2,155,12,34,330.061,25,1,2,0,0,0,0,1,9,1
1,235,11,37,330.061,29,3,1,1,1,0,0,0,3,1
4,155,12,34,330.061,25,1,2,0,0,0,0,1,3,1
8,289,36,33,330.061,30,1,2,1,0,0,0,1,9,1
8,291,31,40,330.061,25,1,1,1,1,0,0,0,11,1
8,235,20,43,330.061,38,1,1,0,0,0,0,1,16,1
4,118,13,50,330.061,31,1,1,0,0,0,0,1,16,1
1,179,51,38,330.061,31,1,0,0,0,0,0,1,25,1
1,179,51,38,330.061,31,1,0,0,0,0,0,1,27,1
2,118,10,37,251.81799999999998,28,1,0,0,0,0,0,1,7,2
3,179,51,38,251.81799999999998,31,1,0,0,0,0,0,1,1,2
1,225,26,28,251.81799999999998,24,1,1,2,1,0,0,0,1,2
3,289,36,33,251.81799999999998,30,1,2,1,0,0,0,1,3,2
3,260,50,36,251.81799999999998,23,1,4,0,0,0,0,1,10,2
3,179,51,38,251.81799999999998,31,1,0,0,0,0,0,1,17,2
2,179,51,38,251.81799999999998,31,1,0,0,0,0,0,1,13,2
3,179,51,38,251.81799999999998,31,1,0,0,0,0,0,1,15,2
8,179,51,38,251.81799999999998,31,1,0,0,1,0,0,0,16,2
8,246,25,41,251.81799999999998,23,1,0,0,0,0,0,1,16,2
3,179,51,38,251.81799999999998,31,1,0,0,0,0,0,1,17,2
8,189,29,33,251.81799999999998,25,1,2,2,0,0,0,1,13,2
3,179,51,38,251.81799999999998,31,1,0,0,0,0,0,1,13,2
2,246,25,41,251.81799999999998,23,1,0,0,0,0,0,1,21,2
2,291,31,40,251.81799999999998,25,1,1,1,0,0,0,1,21,2
16,157,27,29,251.81799999999998,22,1,0,0,1,0,0,0,22,2
3,179,51,38,251.81799999999998,31,1,0,0,0,0,0,1,22,2
3,179,51,38,251.81799999999998,31,1,0,0,0,0,0,1,24,2
24,246,25,41,251.81799999999998,23,1,0,0,1,0,0,0,24,2
3,179,51,38,251.81799999999998,31,1,0,0,0,0,0,1,22,2
3,179,51,38,251.81799999999998,31,1,0,0,0,0,0,1,24,2
8,118,10,37,244.387,28,1,0,0,0,0,1,0,7,3
16,246,25,41,244.387,23,1,0,0,0,0,1,0,8,3
2,246,25,41,244.387,23,1,0,0,0,0,0,1,10,3
4,260,50,36,244.387,23,1,4,0,0,0,0,1,10,3
2,179,51,38,244.387,31,1,0,0,0,0,0,1,13,3
8,235,11,37,244.387,29,3,1,1,0,0,0,1,13,3
8,179,22,40,244.387,22,2,2,0,0,0,0,1,14,3
8,378,49,36,244.387,21,1,2,4,0,0,0,1,14,3
16,179,51,38,244.387,31,1,0,0,0,0,0,1,20,3
8,361,52,28,244.387,27,1,1,4,0,0,0,1,22,3
0,369,17,31,244.387,25,1,3,0,0,0,0,0,22,3
8,235,11,37,244.387,29,3,1,1,0,0,1,0,23,3
2,118,13,50,244.387,31,1,1,0,0,0,0,1,24,3
3,118,13,50,244.387,31,1,1,0,1,0,0,0,28,3
8,118,13,50,244.387,31,1,1,0,1,0,0,0,29,3
0,235,11,37,244.387,29,3,1,1,0,0,0,0,30,3
0,246,25,41,244.387,23,1,0,0,0,0,0,0,30,3
0,118,13,50,244.387,31,1,1,0,0,0,0,0,30,3
8,179,51,38,244.387,31,1,0,0,0,0,0,1,31,3
8,289,36,33,244.387,30,1,2,1,0,0,0,1,31,3
8,260,50,36,244.387,23,1,4,0,0,0,1,0,27,3
2,246,25,41,244.387,23,1,0,0,0,0,0,1,28,3
4,179,51,38,239.40900000000002,31,1,0,0,0,0,0,1,5,4
3,260,50,36,239.40900000000002,23,1,4,0,0,0,0,1,7,4
4,330,16,28,239.40900000000002,25,2,0,0,0,0,0,1,7,4
4,369,17,31,239.40900000000002,25,1,3,0,0,0,0,1,10,4
4,248,25,47,239.40900000000002,32,1,2,1,0,0,0,1,10,4
8,330,16,28,239.40900000000002,25,2,0,0,0,0,0,1,12,4
8,179,51,38,239.40900000000002,31,1,0,0,0,0,0,1,12,4
1,118,13,50,239.40900000000002,31,1,1,0,0,0,0,1,17,4
120,118,13,50,239.40900000000002,31,1,1,0,1,0,0,0,19,4
8,300,26,43,239.40900000000002,25,1,2,1,0,0,0,1,28,4
4,260,50,36,239.40900000000002,23,1,4,0,0,0,0,1,28,4
4,179,51,38,239.40900000000002,31,1,0,0,0,0,0,1,24,4
2,118,10,37,239.40900000000002,28,1,0,0,1,0,0,0,26,4
16,235,20,43,246.074,38,1,1,0,1,0,0,0,1,5
2,248,25,47,246.074,32,1,2,1,0,0,0,1,3,5
8,369,17,31,246.074,25,1,3,0,1,0,0,0,8,5
3,179,26,30,246.074,19,3,0,0,0,0,0,1,10,5
4,179,51,38,246.074,31,1,0,0,0,0,0,1,10,5
1,361,52,28,246.074,27,1,1,4,0,0,0,1,11,5
3,260,50,36,246.074,23,1,4,0,0,0,0,1,12,5
2,179,22,40,246.074,22,2,2,0,1,0,0,0,15,5
3,179,22,40,246.074,22,2,2,0,1,0,0,0,15,5
8,228,14,58,246.074,22,1,2,1,0,0,1,0,17,5
3,225,26,28,246.074,24,1,1,2,0,0,0,1,17,5
8,330,16,28,246.074,25,2,0,0,1,0,0,0,19,5
2,179,26,30,246.074,19,3,0,0,0,0,0,1,22,5
1,118,10,37,246.074,28,1,0,0,0,0,0,1,22,5
8,235,11,37,246.074,29,3,1,1,1,0,0,0,29,5
3,179,26,30,246.074,19,3,0,0,0,0,0,1,31,5
3,118,10,37,253.957,28,1,0,0,0,0,0,1,5,6
3,179,51,38,253.957,31,1,0,0,0,0,0,1,5,6
2,118,10,37,253.957,28,1,0,0,0,0,0,1,6,6
4,225,26,28,253.957,24,1,1,2,0,0,0,1,8,6
4,260,50,36,253.957,23,1,4,0,0,0,0,1,9,6
0,179,51,38,253.957,31,1,0,0,0,0,0,0,9,6
40,291,31,40,253.957,25,1,1,1,1,0,0,0,12,6
24,179,51,38,253.957,31,1,0,0,0,0,0,1,12,6
3,246,25,41,253.957,23,1,0,0,0,0,0,1,13,6
4,179,51,38,253.957,31,1,0,0,0,0,0,1,19,6
8,235,20,43,253.957,38,1,1,0,0,0,0,1,20,6
2,179,51,38,253.957,31,1,0,0,0,0,0,1,26,6
2,225,26,28,253.957,24,1,1,2,0,0,0,1,28,6
2,118,13,50,253.957,31,1,1,0,0,0,0,1,28,6
8,179,51,38,253.957,31,1,0,0,1,0,0,0,28,6
2,179,26,30,253.957,19,3,0,0,0,0,1,0,28,6
2,246,25,41,253.957,23,1,0,0,0,0,0,1,30,6
1,330,16,28,253.957,25,2,0,0,1,0,0,0,27,6
8,235,11,37,253.957,29,3,1,1,1,0,0,0,27,6
2,179,26,30,230.29,19,3,0,0,0,0,0,1,6,7
4,225,26,28,230.29,24,1,1,2,0,0,0,1,6,7
8,260,50,36,230.29,23,1,4,0,1,0,0,0,7,7
8,268,11,33,230.29,25,2,0,0,1,0,0,0,10,7
8,330,16,28,230.29,25,2,0,0,0,0,0,1,14,7
8,118,10,37,230.29,28,1,0,0,0,0,0,1,14,7
4,260,50,36,230.29,23,1,4,0,0,0,0,1,17,7
8,118,10,37,230.29,28,1,0,0,0,0,0,1,18,7
8,300,26,43,230.29,25,1,2,1,0,1,0,0,24,7
1,235,29,48,230.29,33,1,1,5,0,0,0,1,24,7
2,246,25,41,230.29,23,1,0,0,0,0,0,1,25,7
112,225,26,28,230.29,24,1,1,2,1,0,0,0,25,7
1,179,51,38,230.29,31,1,0,0,0,0,0,1,25,7
1,118,13,50,230.29,31,1,1,0,0,0,0,1,28,7
8,361,52,28,230.29,27,1,1,4,0,0,0,1,28,7
8,289,36,33,230.29,30,1,2,1,0,0,0,1,24,7
8,235,20,43,230.29,38,1,1,0,0,0,0,1,24,7
2,246,25,41,230.29,23,1,0,0,0,0,0,1,25,7
1,291,31,40,230.29,25,1,1,1,0,0,0,1,27,7
2,279,5,39,230.29,24,1,2,0,0,0,0,1,27,7
4,179,51,38,249.797,31,1,0,0,0,0,0,1,3,8
1,179,22,40,249.797,22,2,2,0,0,0,0,1,7,8
4,246,25,41,249.797,23,1,0,0,0,0,0,1,8,8
4,118,10,37,249.797,28,1,0,0,0,0,0,1,8,8
8,289,36,33,249.797,30,1,2,1,0,0,0,1,8,8
8,235,20,43,249.797,38,1,1,0,0,0,0,1,8,8
4,291,31,40,249.797,25,1,1,1,0,0,0,1,10,8
4,179,51,38,249.797,31,1,0,0,0,0,0,1,14,8
8,179,22,40,249.797,22,2,2,0,0,0,0,1,15,8
16,330,16,28,249.797,25,2,0,0,0,0,0,1,17,8
4,235,11,37,249.797,29,3,1,1,0,0,0,1,22,8
1,246,25,41,249.797,23,1,0,0,0,0,0,1,22,8
5,118,10,37,249.797,28,1,0,0,0,0,0,1,22,8
2,291,31,40,249.797,25,1,1,1,0,0,0,1,24,8
3,260,50,36,249.797,23,1,4,0,0,0,0,1,28,8
1,246,25,41,261.756,23,1,0,0,0,0,0,1,5,9
1,246,25,41,261.756,23,1,0,0,0,0,0,1,5,9
3,118,10,37,261.756,28,1,0,0,0,0,0,1,5,9
2,155,12,34,261.756,25,1,2,0,0,0,0,1,5,9
2,291,31,40,261.756,25,1,1,1,0,0,0,1,7,9
8,179,26,30,261.756,19,3,0,0,0,0,0,1,8,9
1,248,25,47,261.756,32,1,2,1,0,0,0,1,8,9
4,179,51,38,261.756,31,1,0,0,0,0,0,1,11,9
1,225,26,28,261.756,24,1,1,2,0,0,0,1,13,9
2,179,26,30,261.756,19,3,0,0,0,0,0,1,18,9
8,369,17,31,261.756,25,1,3,0,0,0,0,1,19,9
8,361,52,28,261.756,27,1,1,4,0,0,0,1,26,9
1,289,48,49,284.853,36,1,0,2,1,0,0,0,5,10
3,235,16,32,284.853,25,3,0,0,1,0,0,0,5,10
8,246,25,41,284.853,23,1,0,0,0,0,0,1,6,10
3,289,48,49,284.853,36,1,0,2,1,0,0,0,11,10
2,291,31,40,284.853,25,1,1,1,0,0,0,1,11,10
2,118,10,37,284.853,28,1,0,0,0,0,0,1,17,10
2,289,48,49,284.853,36,1,0,2,0,0,0,1,19,10
1,291,31,40,284.853,25,1,1,1,0,0,0,1,20,10
2,225,26,28,284.853,24,1,1,2,0,0,0,1,24,10
8,369,17,31,284.853,25,1,3,0,0,0,0,1,24,10
3,369,17,31,284.853,25,1,3,0,0,0,0,1,24,10
4,225,26,28,284.853,24,1,1,2,0,0,0,1,24,10
8,369,17,31,284.853,25,1,3,0,0,0,0,1,24,10
3,179,51,38,284.853,31,1,0,0,0,0,0,1,25,10
1,228,14,58,284.853,22,1,2,1,1,0,0,0,25,10
1,291,31,40,284.853,25,1,1,1,0,0,0,1,25,10
8,369,17,31,284.853,25,1,3,0,1,0,0,0,26,10
1,225,26,28,284.853,24,1,1,2,1,0,0,0,26,10
8,369,17,31,284.853,25,1,3,0,1,0,0,0,27,10
3,225,26,28,284.853,24,1,1,2,1,0,0,0,27,10
8,189,29,33,284.853,25,1,2,2,0,0,0,1,29,10
8,235,16,32,284.853,25,3,0,0,1,0,0,0,29,10
8,248,25,47,284.853,32,1,2,1,1,0,0,0,29,10
0,225,26,28,284.853,24,1,1,2,0,0,0,0,29,10
3,225,26,28,284.853,24,1,1,2,1,0,0,0,31,10
1,179,51,38,268.519,31,1,0,0,0,0,1,0,7,11
3,118,10,37,268.519,28,1,0,0,0,0,0,1,8,11
24,330,16,28,268.519,25,2,0,0,1,0,0,0,8,11
1,179,51,38,268.519,31,1,0,0,0,0,0,1,10,11
8,118,10,37,268.519,28,1,0,0,1,0,0,0,14,11
8,289,36,33,268.519,30,1,2,1,0,0,0,1,15,11
8,235,16,32,268.519,25,3,0,0,1,0,0,0,17,11
4,225,26,28,268.519,24,1,1,2,0,0,0,1,17,11
8,361,52,28,268.519,27,1,1,4,0,0,0,1,21,11
2,291,31,40,268.519,25,1,1,1,0,0,0,1,22,11
2,118,10,37,268.519,28,1,0,0,1,0,0,0,23,11
3,225,26,28,268.519,24,1,1,2,1,0,0,0,23,11
1,179,51,38,268.519,31,1,0,0,0,0,0,1,27,11
8,118,10,37,268.519,28,1,0,0,0,0,0,1,27,11
8,118,10,37,268.519,28,1,0,0,1,0,0,0,28,11
2,225,26,28,268.519,24,1,1,2,0,0,0,1,28,11
0,291,31,40,268.519,25,1,1,1,0,0,0,0,28,11
0,289,36,33,268.519,30,1,2,1,0,0,0,0,29,11
4,248,25,47,268.519,32,1,2,1,1,0,0,0,30,11
0,235,20,43,268.519,38,1,1,0,0,0,0,0,30,11
2,225,26,28,268.519,24,1,1,2,0,0,0,1,24,11
8,369,17,31,268.519,25,1,3,0,0,0,0,1,24,11
2,361,52,28,268.519,27,1,1,4,0,0,0,1,27,11
32,179,51,38,280.54900000000004,31,1,0,0,1,0,0,0,5,12
1,291,31,40,280.54900000000004,25,1,1,1,0,0,0,1,6,12
3,225,26,28,280.54900000000004,24,1,1,2,0,0,0,1,6,12
1,179,26,30,280.54900000000004,19,3,0,0,1,0,0,0,8,12
3,225,26,28,280.54900000000004,24,1,1,2,0,0,0,1,8,12
3,225,26,28,280.54900000000004,24,1,1,2,0,0,0,1,13,12
4,361,52,28,280.54900000000004,27,1,1,4,1,0,0,0,14,12
2,179,22,40,280.54900000000004,22,2,2,0,0,0,1,0,15,12
8,235,20,43,280.54900000000004,38,1,1,0,0,0,0,1,15,12
8,233,51,31,280.54900000000004,21,2,1,8,0,0,1,0,18,12
16,179,26,30,280.54900000000004,19,3,0,0,1,0,0,0,19,12
2,225,26,28,280.54900000000004,24,1,1,2,0,0,0,1,19,12
3,225,26,28,280.54900000000004,24,1,1,2,0,0,0,1,21,12
2,225,26,28,280.54900000000004,24,1,1,2,0,0,0,1,18,12
80,155,12,34,280.54900000000004,25,1,2,0,0,0,1,0,19,12
24,179,26,30,313.532,19,3,0,0,1,0,0,0,1,1
16,179,26,30,313.532,19,3,0,0,1,0,0,0,4,1
2,179,22,40,313.532,22,2,2,0,0,0,0,1,4,1
2,179,22,40,313.532,22,2,2,0,0,0,0,1,5,1
3,179,26,30,313.532,19,3,0,0,1,0,0,0,8,1
2,179,22,40,313.532,22,2,2,0,0,0,0,1,10,1
8,289,48,49,313.532,36,1,0,2,1,0,0,0,11,1
3,179,22,40,313.532,22,2,2,0,0,0,1,0,12,1
2,179,26,30,313.532,19,3,0,0,0,0,0,1,15,1
8,155,12,34,313.532,25,1,2,0,0,0,1,0,16,1
2,179,26,30,313.532,19,3,0,0,0,0,0,1,17,1
3,179,51,38,313.532,31,1,0,0,0,0,0,1,17,1
8,289,36,33,313.532,30,1,2,1,1,0,0,0,17,1
3,179,51,38,313.532,31,1,0,0,0,0,0,1,18,1
2,179,51,38,313.532,31,1,0,0,0,0,0,1,26,1
8,179,51,38,264.249,31,1,0,0,1,0,0,0,6,2
3,225,26,28,264.249,24,1,1,2,0,0,0,1,6,2
8,248,25,47,264.249,32,1,2,1,1,0,0,0,7,2
2,179,51,38,264.249,31,1,0,0,0,0,0,1,7,2
3,225,26,28,264.249,24,1,1,2,0,0,0,1,8,2
2,179,51,38,264.249,31,1,0,0,0,0,0,1,8,2
2,179,26,30,264.249,19,3,0,0,0,0,0,1,8,2
2,225,15,41,264.249,28,4,2,2,0,0,0,1,9,2
2,179,51,38,264.249,31,1,0,0,0,0,0,1,9,2
2,233,51,31,264.249,21,2,1,8,0,0,1,0,12,2
2,179,51,38,264.249,31,1,0,0,0,0,0,1,12,2
8,225,26,28,264.249,24,1,1,2,1,0,0,0,13,2
3,179,51,38,264.249,31,1,0,0,0,0,0,1,14,2
3,179,51,38,264.249,31,1,0,0,0,0,0,1,15,2
3,225,26,28,264.249,24,1,1,2,0,0,0,1,15,2
2,179,26,30,264.249,19,3,0,0,1,0,0,0,15,2
2,179,22,40,264.249,22,2,2,0,0,0,0,1,16,2
3,179,51,38,264.249,31,1,0,0,0,0,0,1,16,2
3,233,51,31,264.249,21,2,1,8,1,0,0,0,21,2
2,179,26,30,264.249,19,3,0,0,0,0,0,1,21,2
2,179,51,38,264.249,31,1,0,0,0,0,0,1,21,2
8,179,51,38,264.249,31,1,0,0,1,0,0,0,22,2
2,179,51,38,264.249,31,1,0,0,0,0,0,1,23,2
5,155,12,34,264.249,25,1,2,0,0,0,0,1,26,2
3,235,16,32,264.249,25,3,0,0,0,0,0,1,26,2
2,179,51,38,264.249,31,1,0,0,0,0,0,1,26,2
2,225,26,28,264.249,24,1,1,2,1,0,0,0,26,2
2,179,51,38,264.249,31,1,0,0,0,0,0,1,27,2
2,248,25,47,264.249,32,1,2,1,0,0,0,1,27,2
2,225,26,28,264.249,24,1,1,2,0,0,0,1,27,2
2,179,51,38,264.249,31,1,0,0,0,0,0,1,28,2
2,179,51,38,264.249,31,1,0,0,0,0,0,1,22,2
2,235,16,32,264.249,25,3,0,0,0,0,0,1,23,2
2,179,51,38,222.196,31,1,0,0,0,0,0,1,5,3
2,248,25,47,222.196,32,1,2,1,0,0,0,1,5,3
3,228,14,58,222.196,22,1,2,1,0,0,0,1,6,3
3,248,25,47,222.196,32,1,2,1,0,0,0,1,6,3
112,228,14,58,222.196,22,1,2,1,1,0,0,0,6,3
2,179,51,38,222.196,31,1,0,0,0,0,0,1,7,3
2,225,26,28,222.196,24,1,1,2,0,0,0,1,8,3
3,179,51,38,222.196,31,1,0,0,0,0,0,1,8,3
2,225,26,28,222.196,24,1,1,2,0,0,0,1,8,3
3,179,26,30,222.196,19,3,0,0,0,0,0,1,9,3
3,235,16,32,222.196,25,3,0,0,0,0,0,1,12,3
8,361,52,28,222.196,27,1,1,4,0,0,1,0,12,3
8,179,51,38,222.196,31,1,0,0,1,0,0,0,13,3
2,179,51,38,222.196,31,1,0,0,0,0,0,1,14,3
3,179,51,38,222.196,31,1,0,0,0,0,0,1,15,3
2,179,26,30,222.196,19,3,0,0,0,0,0,1,16,3
4,179,51,38,222.196,31,1,0,0,1,0,0,0,19,3
2,248,25,47,222.196,32,1,2,1,1,0,0,0,19,3
3,179,51,38,222.196,31,1,0,0,0,0,0,1,19,3
8,225,26,28,222.196,24,1,1,2,1,0,0,0,19,3
2,179,51,38,222.196,31,1,0,0,0,0,0,1,20,3
8,289,36,33,222.196,30,1,2,1,0,0,0,1,21,3
2,228,14,58,222.196,22,1,2,1,0,0,0,1,21,3
2,179,51,38,222.196,31,1,0,0,0,0,0,1,21,3
3,248,25,47,222.196,32,1,2,1,0,0,0,1,22,3
3,179,51,38,222.196,31,1,0,0,0,0,0,1,22,3
2,179,26,30,222.196,19,3,0,0,0,0,0,1,23,3
3,179,51,38,222.196,31,1,0,0,0,0,0,1,23,3
3,179,51,38,222.196,31,1,0,0,0,0,0,1,27,3
8,118,15,46,222.196,25,1,2,0,0,0,0,1,28,3
24,155,12,34,222.196,25,1,2,0,1,0,0,0,28,3
3,179,51,38,222.196,31,1,0,0,0,0,0,1,28,3
3,179,51,38,222.196,31,1,0,0,0,0,0,1,29,3
2,179,26,30,222.196,19,3,0,0,1,0,0,0,26,3
104,289,36,33,222.196,30,1,2,1,0,0,1,0,26,3
8,369,17,31,222.196,25,1,3,0,0,0,0,1,28,3
8,225,26,28,246.28799999999998,24,1,1,2,1,0,0,0,2,4
8,118,10,37,246.28799999999998,28,1,0,0,1,0,0,0,2,4
8,361,52,28,246.28799999999998,27,1,1,4,0,0,1,0,3,4
8,248,25,47,246.28799999999998,32,1,2,1,0,0,1,0,4,4
8,189,29,33,246.28799999999998,25,1,2,2,1,0,0,0,5,4
2,179,26,30,246.28799999999998,19,3,0,0,0,0,0,1,6,4
24,369,17,31,246.28799999999998,25,1,3,0,1,0,0,0,9,4
2,179,22,40,246.28799999999998,22,2,2,0,0,1,0,0,10,4
3,118,13,50,246.28799999999998,31,1,1,0,0,0,0,1,10,4
2,361,52,28,246.28799999999998,27,1,1,4,0,0,0,1,10,4
2,118,10,37,246.28799999999998,28,1,0,0,1,0,0,0,11,4
8,235,11,37,246.28799999999998,29,3,1,1,0,0,0,1,13,4
2,179,26,30,246.28799999999998,19,3,0,0,0,0,0,1,13,4
8,225,26,28,246.28799999999998,24,1,1,2,0,0,1,0,16,4
3,235,16,32,246.28799999999998,25,3,0,0,0,1,0,0,17,4
2,179,26,30,246.28799999999998,19,3,0,0,0,0,0,1,20,4
4,155,12,34,246.28799999999998,25,1,2,0,0,0,0,1,24,4
8,225,26,28,246.28799999999998,24,1,1,2,0,0,1,0,26,4
2,118,13,50,246.28799999999998,31,1,1,0,1,0,0,0,26,4
2,179,26,30,246.28799999999998,19,3,0,0,0,0,0,1,27,4
8,235,11,37,237.65599999999998,29,3,1,1,0,0,0,1,7,5
3,225,15,41,237.65599999999998,28,4,2,2,0,0,1,0,9,5
2,235,16,32,237.65599999999998,25,3,0,0,0,0,0,1,9,5
3,118,10,37,237.65599999999998,28,1,0,0,1,0,0,0,9,5
8,235,20,43,237.65599999999998,38,1,1,0,0,0,0,1,9,5
1,179,26,30,237.65599999999998,19,3,0,0,1,0,0,0,10,5
2,291,31,40,237.65599999999998,25,1,1,1,0,0,0,1,10,5
8,225,15,41,237.65599999999998,28,4,2,2,1,0,0,0,10,5
64,300,26,43,237.65599999999998,25,1,2,1,0,0,1,0,11,5
8,225,15,41,237.65599999999998,28,4,2,2,0,0,0,1,11,5
2,179,26,30,237.65599999999998,19,3,0,0,0,0,0,1,11,5
2,118,13,50,237.65599999999998,31,1,1,0,0,0,0,1,14,5
3,118,13,50,237.65599999999998,31,1,1,0,1,0,0,0,15,5
1,118,10,37,237.65599999999998,28,1,0,0,0,0,0,1,15,5
0,118,13,50,237.65599999999998,31,1,1,0,0,0,0,0,15,5
2,179,26,30,237.65599999999998,19,3,0,0,0,0,0,1,16,5
0,378,49,36,237.65599999999998,21,1,2,4,0,0,0,0,16,5
1,179,22,40,237.65599999999998,22,2,2,0,0,1,0,0,18,5
48,155,12,34,237.65599999999998,25,1,2,0,1,0,0,0,21,5
8,235,16,32,237.65599999999998,25,3,0,0,1,0,0,0,21,5
8,291,31,40,237.65599999999998,25,1,1,1,0,0,0,1,23,5
8,179,22,40,237.65599999999998,22,2,2,0,1,0,0,0,23,5
3,225,26,28,237.65599999999998,24,1,1,2,1,0,0,0,23,5
8,330,16,28,237.65599999999998,25,2,0,0,1,0,0,0,24,5
2,235,16,32,237.65599999999998,25,3,0,0,0,0,0,1,24,5
2,291,31,40,237.65599999999998,25,1,1,1,0,0,0,1,31,5
